,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,No of years,Brand
305,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,6,Hyundai
307,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5,7,Maruti
308,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5,9,Chevrolet
309,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5,3,Tata
310,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,15,Maruti
311,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,4,Honda
312,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,4,Honda
313,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7,8,Maruti
314,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5,7,Nissan
315,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,7,Honda
317,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,5,Renault
318,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,8,Toyota
319,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,4,Maruti
320,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,3,Hyundai
321,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,4,Tata
322,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,3,Hyundai
323,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,5,Maruti
324,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5,10,Maruti
325,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5,9,Maruti
326,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,7,Maruti
327,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5,11,Hyundai
328,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,18,Maruti
329,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,4,Maruti
330,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,14,Toyota
331,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5,10,Maruti
332,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,10,Nissan
333,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,19,Maruti
334,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5,8,Hyundai
335,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5,14,Maruti
337,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,16,Maruti
338,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5,10,Maruti
339,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,11,Maruti
340,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,8,Maruti
341,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,13,Maruti
342,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,10,Nissan
343,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,16,Maruti
344,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,11,Ford
345,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5,2,Mahindra
346,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,4,Hyundai
347,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,3,Maruti
348,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5,5,Datsun
349,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5,6,Hyundai
350,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7,3,Toyota
351,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5,3,Renault
352,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,9,Honda
353,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,2,Volkswagen
354,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5,9,Nissan
355,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5,8,Toyota
356,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,12,Hyundai
357,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5,7,Renault
358,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,9,Mahindra
359,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7,13,Toyota
360,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5,10,Tata
361,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5,8,Hyundai
362,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,5,8,Mercedes-Benz
363,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4,9,Tata
364,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,8,Nissan
365,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,16,Maruti
366,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,5,Maruti
367,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5,11,Hyundai
368,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,5,Renault
369,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5,5,Volkswagen
370,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,4,Jaguar
371,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,2,Lexus
372,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,4,Jaguar
373,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,6,Tata
374,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5,2,Volvo
375,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,5,Toyota
376,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,8,Maruti
377,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,3,Maruti
378,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,5,Honda
379,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,8,Toyota
380,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,2,Maruti
381,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,4,Toyota
382,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,3,Maruti
383,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,4,Hyundai
384,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
385,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
386,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,2,Honda
387,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,5,Skoda
388,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,3,Volvo
389,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5,11,Hyundai
391,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5,12,Honda
392,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,6,Maruti
393,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,7,Hyundai
394,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,16,Toyota
395,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,9,Maruti
396,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,12,Hyundai
397,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5,12,Hyundai
398,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,5,Maruti
399,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,3,Honda
400,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,4,Maruti
401,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,9,Tata
402,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5,1,Maruti
403,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,7,Maruti
404,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,5,Mahindra
405,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,11,Maruti
406,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,8,Hyundai
407,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,3,Tata
408,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,5,8,Maruti
409,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,4,Jaguar
410,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,2,Lexus
411,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,4,Jaguar
412,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,6,Tata
413,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5,2,Volvo
414,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,5,Toyota
415,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,8,Maruti
416,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,3,Maruti
417,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,5,Honda
418,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,8,Toyota
419,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,2,Maruti
420,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,4,Toyota
421,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,3,Maruti
422,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,4,Hyundai
423,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
424,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,2,BMW
425,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,2,Honda
426,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,5,Skoda
427,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,3,Volvo
428,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5,2,Honda
429,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,4,Hyundai
430,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,11,Maruti
431,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5,6,Hyundai
432,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,6,Toyota
433,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5,8,Toyota
434,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,4,Maruti
435,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,13,Toyota
436,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5,10,Nissan
437,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,12,Maruti
438,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,8,Maruti
439,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5,6,Volkswagen
440,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5,10,Mahindra
441,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,17,Maruti
442,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,5,Maruti
443,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5,6,Hyundai
444,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,11,Maruti
445,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,7,Maruti
446,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5,6,Ford
447,390000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,9,Tata
448,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,5,Ford
449,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,7,Maruti
450,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,5,Hyundai
451,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,2,Maruti
452,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,3,Tata
453,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,3,Ford
454,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5,6,Hyundai
455,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,9,Hyundai
456,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5,2,Honda
457,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,6,Mahindra
458,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,6,Nissan
459,434999,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5,6,Maruti
460,350000,2136,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,1,Datsun
461,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7,9,Toyota
462,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,6,Hyundai
463,1050000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,6,Toyota
464,735000,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,4,Maruti
465,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5,3,Renault
466,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,5,Chevrolet
467,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,4,Maruti
468,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7,6,Toyota
469,600000,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,5,Maruti
470,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7,6,Toyota
471,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7,10,Chevrolet
472,200000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,10,Tata
473,370000,35000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5,5,Nissan
474,260000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,11,Hyundai
475,280000,100000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,5,Mahindra
476,610000,21000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,7,Maruti
477,300000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,90.0,5,8,Ford
478,140000,40000,Diesel,Individual,Manual,First Owner,16.6,1405,70.0,5,11,Tata
479,229999,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,13,Hyundai
480,200000,65000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,11,Maruti
481,200000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,10,Maruti
482,560000,119000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,6,Hyundai
483,750000,80000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,5,Maruti
484,585000,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,4,Maruti
485,760000,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5,5,Hyundai
486,430000,80000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,7,Maruti
487,480000,44665,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,1,Mahindra
488,643000,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,5,2,Kia
489,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,3,Hyundai
490,425000,22000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,5,Honda
491,250000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,7,Maruti
492,285000,70000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5,5,Maruti
493,160000,123000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,13,Maruti
494,250000,70000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,10,Volkswagen
495,170000,70000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,8,Chevrolet
496,409999,45000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,8,Toyota
497,400000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,82.0,5,6,Hyundai
498,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,2,Maruti
499,350000,90000,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,5,14,Honda
500,660000,34000,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1,7,5,Maruti
501,268000,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,4,Maruti
502,270000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,5,Maruti
503,300000,50000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,8,Chevrolet
504,450000,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,4,Tata
505,220000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,9,Chevrolet
506,250000,146000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.0,7,12,Tata
507,300000,85000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5,9,Ford
508,88000,201850,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5,12,Tata
509,561000,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,5,Maruti
510,755000,15000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,3,Maruti
511,235000,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,4,Datsun
512,165000,90000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,10,Maruti
513,190000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,13,Maruti
514,110000,50000,Diesel,Individual,Manual,First Owner,17.2,1396,53.5,5,10,Tata
515,320000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,8,9,Mahindra
517,540000,38000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,5,Hyundai
518,180000,60000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,8,Hyundai
519,270000,100000,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,7,5,Maruti
520,450000,30000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5,9,Maruti
521,450000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,7,Maruti
522,200000,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,6,Chevrolet
523,425000,42000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,4,Tata
524,400000,30000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,5,Chevrolet
525,125000,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,12,Maruti
526,1600000,14000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,3,Jeep
527,900000,22000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,6,Honda
528,450000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,9,Volkswagen
529,210000,46000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,10,Maruti
530,801000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,3,Hyundai
531,317000,15000,Diesel,Individual,Manual,First Owner,15.42,1405,70.0,7,7,Tata
532,600000,40000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,7,6,Maruti
533,330000,30000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,7,Hyundai
534,320000,15000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,4,Hyundai
536,120000,110000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5,14,Hyundai
537,130000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,12,Maruti
538,220000,80000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,6,Chevrolet
540,340000,110000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,6,Tata
541,200000,70000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5,8,Ford
542,140000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,19,Maruti
543,1000000,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,8,Toyota
544,495000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,11,Mahindra
545,236000,60000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,6,Maruti
546,390000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,6,Maruti
547,275000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,12,Maruti
548,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,6,Tata
549,775000,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,4,Maruti
550,1800000,30000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7,5,Toyota
551,850000,58000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,5,Hyundai
552,750000,5000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,3,Maruti
553,570000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,3,Hyundai
554,580000,32000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,3,Hyundai
555,484999,30000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,5,Honda
556,700000,43000,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,4,Honda
557,415000,60000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5,9,Hyundai
558,325000,50000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5,6,Nissan
559,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,3,Ford
560,300000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,4,Hyundai
561,217000,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,3,Datsun
